v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
546	650.7	21	159	800	0	84	175	0	12	18	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
547	651	21	159	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
548	651.2	21	161	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
549	651.3	21	161	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
550	651.6	21	160	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
551	651.9	21	160	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
552	652.1	21	159	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
553	652.2	21	159	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
554	652.8	21	158	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
555	653	21	158	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
556	653.1	21	158	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
557	653.7	21	157	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
558	653.9	21	157	800	0	84	175	0	12	18	3	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
559	654	21	157	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
560	654.6	21	156	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
561	654.8	21	156	800	0	84	175	0	12	19	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
562	655.3	21	155	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
563	655.5	21	155	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
564	655.7	21	155	800	0	84	175	0	12	19	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
565	656.2	21	154	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
566	656.4	21	157	800	0	84	175	0	12	19	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
567	656.6	21	157	800	0	84	175	0	12	19	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
568	657.1	21	156	800	0	84	175	0	12	18	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
569	657.3	21	156	800	0	84	175	0	12	19	3	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
570	658	21	156	800	0	84	175	0	12	18	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
571	658.2	21	156	800	0	84	175	0	12	18	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
572	658.9	21	156	800	0	84	175	0	12	18	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
573	659.1	21	156	800	0	84	175	0	12	18	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
574	659.8	21	156	800	0	84	175	0	12	18	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
575	660	22	156	800	0	84	175	0	12	38	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
576	660	22	156	800	0	84	175	0	12	38	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
577	660.7	22	156	800	0	84	175	0	12	37	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
578	660.9	22	156	800	0	84	175	0	12	36	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
579	661.6	22	159	800	0	84	175	0	12	35	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
580	661.8	22	189	830	0	84	175	0	12	35	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
581	661.9	22	199	840	0	84	175	0	12	35	2	0	45	9	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
582	662.5	22	199	840	0	84	175	0	12	33	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
583	663.4	22	199	840	0	84	175	0	12	32	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
584	663.9	22	199	840	0	84	175	0	12	32	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
585	664.3	22	199	840	0	84	175	0	12	30	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
586	664.8	22	199	840	0	84	175	0	12	30	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
587	665.2	22	199	840	0	84	175	0	12	29	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
588	665.7	22	199	840	0	84	175	0	12	28	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
589	666.1	22	199	840	0	76	175	0	12	25	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
590	666.6	22	199	840	0	76	175	0	12	25	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
591	667	22	199	840	0	68	175	0	12	24	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
592	667.5	22	199	840	0	60	175	0	12	22	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
593	667.9	22	199	840	0	52	175	0	12	19	2	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
594	668.4	22	199	840	0	52	175	0	12	35	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
595	668.8	22	199	840	0	44	175	0	12	32	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
596	669.3	22	199	840	0	36	175	0	12	29	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
597	669.7	22	199	840	0	36	175	0	12	28	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
598	670.2	22	199	840	0	36	175	0	12	28	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
599	670.2	22	199	840	0	36	175	0	12	28	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
600	670.2	22	199	840	0	36	175	0	12	28	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
601	670.3	22	199	840	0	36	175	0	12	28	6	0	44	10	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
602	670.6	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
603	671.1	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
604	671.1	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
605	671.2	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
606	671.4	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
607	671.6	22	199	840	0	36	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
608	672	22	199	840	0	36	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
609	672	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
610	672.1	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
611	672.3	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
612	672.5	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
613	672.9	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
614	672.9	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
615	673	22	199	840	0	36	175	0	12	28	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
616	673.2	22	199	840	0	36	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
617	673.4	22	199	840	0	36	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
618	673.8	22	199	840	0	36	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
619	673.8	22	199	840	0	28	175	0	12	27	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
620	673.9	22	199	840	0	28	175	0	12	26	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
621	674.1	22	199	840	0	28	175	0	12	26	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
622	674.3	22	199	840	0	28	175	0	12	26	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
623	674.7	22	199	840	0	20	175	0	12	26	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
624	674.7	22	199	840	0	20	175	0	12	26	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
625	674.8	22	199	840	0	20	175	0	12	25	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
626	675	22	199	840	0	20	175	0	12	25	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
627	675.2	22	199	840	0	20	175	0	12	25	6	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
628	675.6	22	199	840	0	20	175	0	12	25	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
629	675.6	22	199	840	0	20	175	0	12	25	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
630	675.7	22	199	840	0	20	175	0	12	24	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	3	0
631	676.1	22	199	840	0	73	175	0	12	25	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
632	676.5	22	199	840	0	73	175	0	12	24	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
633	676.5	22	199	840	0	73	175	0	12	24	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
634	676.6	22	199	840	0	73	175	0	12	24	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
635	677	22	199	840	0	65	175	0	12	23	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
636	677.4	22	199	840	0	65	175	0	12	23	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
637	677.4	22	199	840	0	65	175	0	12	23	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
638	677.5	22	199	840	0	65	175	0	12	23	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
639	677.9	22	199	840	0	65	175	0	12	23	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
640	678.3	22	199	840	0	65	175	0	12	22	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
641	678.3	22	199	840	0	65	175	0	12	22	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
642	678.4	22	199	840	0	65	175	0	12	21	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
643	678.8	22	199	840	0	65	175	0	12	21	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
644	679.2	22	199	840	0	65	175	0	12	21	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
645	679.2	22	199	840	0	65	175	0	12	22	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
646	679.3	22	199	840	0	65	175	0	12	22	5	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
647	679.7	22	199	840	0	65	175	0	12	20	4	0	43	11	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
648	680.1	22	199	840	0	65	175	0	12	20	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
649	680.2	22	199	840	0	65	175	0	12	20	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
650	680.5	22	199	840	0	65	175	0	12	18	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
651	680.6	22	199	840	0	65	175	0	12	18	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
652	681.1	22	199	840	0	65	175	0	12	19	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
653	681.1	22	199	840	0	65	175	0	12	19	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
654	681.4	22	199	840	0	65	175	0	12	18	4	0	42	12	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
655	681.5	22	199	840	0	65	175	0	12	18	4	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
656	682	22	199	840	0	65	175	0	12	18	4	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
657	682	22	199	840	0	65	175	0	12	18	4	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
658	682.3	22	199	840	0	65	175	0	12	16	4	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
659	682.9	22	199	840	0	65	175	0	12	16	3	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
660	683.2	22	199	840	0	65	175	0	12	16	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
661	683.8	22	199	840	0	65	175	0	12	15	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
662	684.1	22	199	840	0	65	175	0	12	16	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
663	684.7	22	199	840	0	65	175	0	12	15	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
664	685	22	199	840	0	65	175	0	12	16	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
665	685.6	22	199	840	0	65	175	0	12	16	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
666	685.9	22	199	840	0	65	175	0	12	16	2	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
667	686.5	22	199	840	0	65	175	0	12	15	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
668	687.4	22	199	840	0	65	175	0	12	15	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
669	688.3	22	199	840	0	65	175	0	12	15	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
670	689.2	22	199	840	0	65	175	0	12	14	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
671	690	23	199	840	0	65	175	0	12	34	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
672	690.1	23	199	840	0	65	175	0	12	34	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
673	691	23	199	840	0	65	175	0	12	33	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
674	691.9	23	199	840	0	65	175	0	12	32	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
675	692.8	23	199	840	0	65	175	0	12	31	1	0	41	13	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
676	693.7	23	199	840	0	65	175	0	12	30	1	0	40	14	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
677	700.3	23	199	840	0	41	175	0	12	40	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
678	701.2	23	199	840	0	25	175	0	12	34	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
679	701.3	23	199	840	0	25	175	0	12	32	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
680	702.1	23	199	840	0	25	175	0	12	29	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
681	702.2	23	199	840	0	25	175	0	12	29	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
682	703	23	199	840	0	25	175	0	12	27	4	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
683	703.1	23	199	840	0	25	175	0	12	27	4	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
684	703.9	23	199	840	0	25	175	0	12	28	4	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
685	704	23	199	840	0	17	175	0	12	27	4	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
686	704.1	23	199	840	0	17	175	0	12	26	4	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
687	704.8	23	199	840	0	9	175	0	12	24	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
688	704.8	23	199	840	0	9	175	0	12	23	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	3	0
689	704.9	23	199	840	0	62	175	0	12	23	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
690	704.9	23	199	840	0	62	175	0	12	23	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
691	705	23	199	840	0	62	175	0	12	23	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
692	705.8	23	199	840	0	54	175	0	12	21	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
693	705.8	23	199	840	0	54	175	0	12	21	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
694	705.9	23	199	840	0	54	175	0	12	20	3	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
695	706.7	23	199	840	0	38	175	0	12	16	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
696	706.8	23	199	840	0	38	175	0	12	16	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
697	707.6	23	199	840	0	38	175	0	12	17	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
698	707.7	23	199	840	0	38	175	0	12	16	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
699	708.5	23	199	840	0	38	175	0	12	15	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
700	708.6	23	199	840	0	38	175	0	12	15	2	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
701	709.4	23	199	840	0	38	175	0	12	14	1	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
702	710.3	23	199	840	0	38	175	0	12	14	1	0	38	16	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
703	720	24	200	840	0	38	175	0	12	32	0	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
704	730.5	24	200	840	0	6	175	0	12	40	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
705	730.6	24	200	840	0	6	175	0	12	39	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
706	730.6	24	200	840	0	6	175	0	12	39	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
707	731.1	24	200	840	0	0	175	0	12	38	4	0	39	15	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
